# From MPC 26543
P/2009 Q5 (McNaught),e,40.8530,160.1776,209.3447,7.460347,0.0483688,0.60732520,95.6905,02/05.0/2015,2000,g 10.0,4.0
# From MPC 82315
C/2009 R1 (McNaught),h,07/02.5072/2010,77.1216,322.3001,130.8461,1.000356,0.408287,2000,8.0,4.0
# From MPC 75711
P/2009 S2 (McNaught),e,28.4142,121.5848,230.4370,4.167305,0.1158567,0.46857650,238.2621,02/05.0/2015,2000,g 14.0,4.0
# From MPC 87062
C/2009 S3 (Lemmon),e,60.4082,225.1390,129.8703,65996,0.0000001,0.99990184,0.0000,12/12.0881/2011,2000,g  6.5,4.0
# From MPC 78184
P/2009 SK280 (Spacewatch-Hill),e,16.8048,36.4245,328.2760,4.776559,0.0944129,0.11848593,197.0336,02/05.0/2015,2000,g 11.0,4.0
# From MPC 76567
C/2009 T1 (McNaught),e,89.9459,54.4245,282.6685,1032,0.0000297,0.99395954,0.0000,10/07.2666/2009,2000,g  6.5,4.0
# From MPC 75711
P/2009 T2 (La Sagra),e,27.6142,215.8006,216.5107,7.729150,0.0458677,0.76683648,84.8500,02/05.0/2015,2000,g 14.0,4.0
# From MPC 82315
C/2009 T3 (LINEAR),h,01/12.9993/2010,148.7056,60.1340,32.5433,1.000188,2.281298,2000,12.5,4.0
# From MPC 70812
C/2009 U3 (Hill),e,51.1830,49.2241,77.7300,179.0095,0.0004115,0.99211467,0.0000,03/21.1130/2010,2000,g 13.0,4.0
# From MPC 75711
P/2009 U4 (McNaught),e,10.0840,55.4993,259.8627,5.074025,0.0862333,0.67518689,170.7921,02/05.0/2015,2000,g 14.0,4.0
# From MPC 82315
C/2009 U5 (Grauer),h,06/24.2731/2010,25.4627,120.9918,24.1103,1.004191,6.103398,2000,7.0,4.0
# From MPC 82315
C/2009 UG89 (Lemmon),h,12/14.7563/2010,130.0633,321.0560,60.5822,1.006414,3.929094,2000,9.0,4.0
# From MPC 72851
C/2009 W2 (Boattini),e,164.5006,199.6126,121.6973,3741,0.0000043,0.99814889,0.0000,05/05.6019/2010,2000,g  7.0,4.0
# From MPC 75711
P/2009 WX51 (Catalina),e,9.6003,31.6819,118.0794,3.075435,0.1827444,0.74107717,334.3683,02/05.0/2015,2000,g 19.0,2.0
# From MPC 82316
C/2009 Y1 (Catalina),e,107.3473,160.3625,127.3750,365.9025,0.0001408,0.99312137,0.0000,01/29.1921/2011,2000,g  9.0,4.0
# From MPC 74247
P/2009 Y2 (Kowalski),e,29.9595,262.0240,172.3561,6.531150,0.0590500,0.63969319,104.6790,02/05.0/2015,2000,g 13.0,4.0
# From MPC 69417
P/2010 A1 (Hill),e,10.3191,47.3680,13.3426,4.384509,0.1073551,0.55459110,215.3589,02/05.0/2015,2000,g 13.0,4.0
# From MPC 86226
P/2010 A2 (LINEAR),e,5.2567,320.2274,132.8472,2.290186,0.2843793,0.12474568,177.3939,02/05.0/2015,2000,g 15.5,4.0
# From MPC 75711
P/2010 A3 (Hill),e,15.0185,64.7886,41.3475,6.069478,0.0659139,0.73297145,116.4822,02/05.0/2015,2000,g 14.0,4.0
# From MPC 77403
C/2010 A4 (Siding Spring),e,96.7971,346.7381,271.7155,280.3055,0.0002100,0.99023509,0.0000,10/09.0946/2010,2000,g 12.5,4.0
# From MPC 72851
P/2010 A5 (LINEAR),e,5.7816,277.8246,306.8263,5.094120,0.0857236,0.66421138,150.2645,02/05.0/2015,2000,g 13.0,4.0
# From MPC 80896
C/2010 B1 (Cardinal),h,02/07.7578/2011,101.9660,277.2081,211.6663,1.000039,2.946880,2000,7.5,4.0
# From MPC 75712
P/2010 B2 (WISE),e,8.9380,0.8557,155.9620,3.106622,0.1799995,0.48114045,336.8745,02/05.0/2015,2000,g 17.0,4.0
# From MPC 75008
P/2010 C1 (Scotti),e,9.1396,141.8847,3.7874,7.081189,0.0523052,0.26140602,98.8506,02/05.0/2015,2000,g  9.5,4.0
# From MPC 75712
P/2010 D1 (WISE),e,9.6307,160.8276,226.2772,4.161438,0.1161018,0.35459665,238.2850,02/05.0/2015,2000,g 13.0,4.0
# From MPC 75008
P/2010 D2 (WISE),e,57.1237,319.7793,120.3442,6.706438,0.0567500,0.45252655,102.0467,02/05.0/2015,2000,g 16.0,4.0
# From MPC 84315
C/2010 D3 (WISE),e,76.3908,255.2024,304.5360,43729,0.0000001,0.99990306,0.0000,09/04.0365/2010,2000,g  9.0,4.0
# From MPC 76025
C/2010 D4 (WISE),e,105.6741,266.8187,44.3196,62.31894,0.0020034,0.88538527,4.2903,02/05.0/2015,2000,g  6.5,4.0
# From MPC 74248
C/2010 DG56 (WISE),e,160.4134,4.0853,318.5233,68.62810,0.0017336,0.97681661,0.0000,05/16.3921/2010,2000,g 16.0,4.0
# From MPC 70361
C/2010 E1 (Garradd),e,71.6005,169.1437,297.0698,113.0851,0.0008196,0.97642360,0.0000,11/07.5760/2009,2000,g 11.5,4.0
# From MPC 75009
P/2010 E2 (Jarnac),e,15.4648,177.8171,8.1959,8.610915,0.0390059,0.72261295,68.7652,02/05.0/2015,2000,g 14.0,4.0
# From MPC 69418
C/2010 E3 (WISE),p,04/04.326/2010,96.480,49.974,2.27420,117.328,2000,15.0,4.0
# From MPC 70361
C/2010 E5 (Scotti),e,18.9084,16.9562,147.8312,24.84713,0.0079577,0.84374159,15.1286,02/05.0/2015,2000,g 10.5,4.0
# From MPC 72132
C/2010 F1 (Boattini),e,64.8495,344.2729,127.6305,69.60040,0.0016974,0.94836347,3.2465,02/05.0/2015,2000,g  9.5,4.0
# From MPC 82316
C/2010 F3 (Scotti),e,4.6495,157.3202,31.2444,63.31709,0.0019562,0.91405683,3.2189,02/05.0/2015,2000,g  8.5,4.0
# From MPC 69906
C/2010 F4 (Machholz),p,04/06.109/2010,89.143,120.718,0.61383,237.294,2000,13.5,4.0
# From MPC 82316
C/2010 FB87 (WISE-Garradd),e,107.6985,89.9188,265.0070,223.7177,0.0002945,0.98726507,0.0000,11/05.1766/2010,2000,g 10.0,4.0
# From MPC 70816
C/2010 G1 (Boattini),e,78.4223,287.3708,168.7916,524.9926,0.0000819,0.99769198,0.0000,04/02.5011/2010,2000,g 12.5,4.0
# From MPC 83142
C/2010 G2 (Hill),e,103.7692,246.8489,137.4575,93.88922,0.0010834,0.97887014,0.0000,09/01.6536/2011,2000,g  8.0,4.0
# From MPC 75292
C/2010 G3 (WISE),e,108.2136,313.7610,75.1614,1248,0.0000224,0.99606501,0.0000,04/08.9673/2010,2000,g  8.5,4.0
# From MPC 82316
C/2010 H1 (Garradd),e,36.6042,347.3555,233.6989,1642,0.0000148,0.99833301,0.0000,06/19.2853/2010,2000,g 13.0,4.0
# From MPC 72851
P/2010 H2 (Vales),e,14.2608,64.2974,129.6275,3.841485,0.1309047,0.19349696,234.9886,02/05.0/2015,2000,g  6.0,4.0
# From MPC 70361
P/2010 H3 (SOHO),e,23.9076,78.3492,24.8418,3.089326,0.1815133,0.98480402,0.0000,09/25.8116/2015,2000,g 20.0,2.0
# From MPC 73463
P/2010 H4 (Scotti),e,2.3223,44.7692,179.2616,6.582590,0.0583591,0.26821310,98.9250,02/05.0/2015,2000,g 10.5,4.0
# From MPC 74637
P/2010 H5 (Scotti),e,14.0843,24.8251,174.5020,7.131030,0.0517578,0.15636558,91.2297,02/05.0/2015,2000,g 13.0,2.0
# From MPC 71278
C/2010 J1 (Boattini),e,134.4101,254.7954,332.8980,36.15969,0.0045328,0.95334535,8.2807,02/05.0/2015,2000,g 12.0,4.0
# From MPC 75712
C/2010 J2 (McNaught),e,125.8400,311.8849,4.5377,2627,0.0000073,0.99871420,0.0000,06/03.4206/2010,2000,g  9.0,4.0
# From MPC 82316
P/2010 J3 (McMillan),e,13.2514,106.5832,157.4000,8.965123,0.0367172,0.72619316,59.7406,02/05.0/2015,2000,g 11.0,4.0
# From MPC 70362
C/2010 J4 (WISE),p,05/03.171/2010,162.297,83.751,1.08553,316.404,2000,19.5,4.0
# From MPC 76025
P/2010 J5 (McNaught),e,7.3566,65.6678,149.1730,4.102207,0.1186254,0.08698921,228.5151,02/05.0/2015,2000,g 10.0,4.0
# From MPC 84315
P/2010 JC81 (WISE),e,38.6379,30.8187,12.6554,8.141362,0.0424286,0.77667673,58.6092,02/05.0/2015,2000,g  9.0,4.0
# From MPC 71278
P/2010 K2 (WISE),e,11.9406,275.6040,334.7680,2.963600,0.1931856,0.56984675,323.3782,02/05.0/2015,2000,g 19.0,4.0
# From MPC 74248
C/2010 KW7 (WISE),e,147.0864,104.8692,332.5183,96.15441,0.0010453,0.97316707,0.0000,10/10.6730/2010,2000,g 15.0,2.0
# From MPC 83518
C/2010 L3 (Catalina),h,11/11.3694/2010,102.5543,38.2872,121.8100,1.002813,9.885754,2000,4.5,4.0
# From MPC 74248
C/2010 L4 (WISE),e,102.8844,125.5769,95.7425,79.99306,0.0013776,0.96474985,2.4884,02/05.0/2015,2000,g 11.5,4.0
# From MPC 74248
C/2010 L5 (WISE),e,146.9093,206.4056,214.4165,8.037373,0.0432547,0.90274832,75.6052,02/05.0/2015,2000,g 18.0,4.0
# From MPC 70817
C/2010 M1 (Gibbs),p,02/07.840/2012,78.373,265.318,2.29869,82.150,2000,9.0,4.0
# From MPC 75712
P/2010 N1 (WISE),e,15.4023,106.2191,160.6681,3.292780,0.1649529,0.49803072,273.4733,02/05.0/2015,2000,g 17.0,4.0
# From MPC 73463
P/2010 P4 (WISE),e,24.0798,2.2359,354.1806,3.703464,0.1382904,0.49724452,231.9725,02/05.0/2015,2000,g 19.5,6.0
# From MPC 88325
C/2010 R1 (LINEAR),h,05/17.9541/2012,156.9208,343.6753,114.4883,1.001092,5.623642,2000,6.0,4.0
# From MPC 84021
P/2010 R2 (La Sagra),e,21.4191,270.6531,58.6264,3.095378,0.1809812,0.15369981,306.0296,02/05.0/2015,2000,g 13.0,4.0
# From MPC 92271
C/2010 S1 (LINEAR),h,05/20.1737/2013,125.3281,93.4344,118.5949,1.003046,5.899035,2000,3.5,4.0
# From MPC 74248
P/2010 T2 (PANSTARRS),e,8.0279,59.5880,356.0124,5.494782,0.0765206,0.31651131,100.0369,02/05.0/2015,2000,g 11.5,4.0
# From MPC 81468
P/2010 TO20 (LINEAR-Grauer),e,2.4828,43.3989,272.7536,5.782983,0.0708723,0.05764733,153.3927,02/05.0/2015,2000,g  9.0,4.0
# From MPC 82316
P/2010 U1 (Boattini),e,8.2600,281.1126,86.5880,6.519006,0.0592150,0.25083771,107.1693,02/05.0/2015,2000,g  9.5,4.0
# From MPC 74249
P/2010 U2 (Hill),e,16.8361,357.1334,44.4360,4.279652,0.1113247,0.40104801,172.5588,02/05.0/2015,2000,g 13.0,4.0
# From MPC 92271
C/2010 U3 (Boattini),h,02/24.1039/2019,55.4802,43.0468,87.9864,1.003253,8.450588,2000,1.0,4.0
# From MPC 79021
P/2010 UH55 (Spacewatch),e,8.6665,235.2557,221.9395,6.546477,0.0588427,0.57595882,80.3364,02/05.0/2015,2000,g 11.0,4.0
# From MPC 91611
P/2010 V1 (Ikeya-Murakami),e,9.3872,3.7782,152.3897,3.079041,0.1824236,0.48916022,287.1827,02/05.0/2015,2000,g  8.0,4.0
# From MPC 75009
P/2010 WK (LINEAR),e,11.4355,11.4546,41.1159,5.750138,0.0714803,0.69080894,112.2581,02/05.0/2015,2000,g 14.5,2.0
# From MPC 76025
C/2010 X1 (Elenin),e,1.8612,322.4056,344.3407,520.8803,0.0000829,0.99908334,0.0000,09/09.6441/2011,2000,g 10.0,4.0
# From MPC 82317
P/2011 A2 (Scotti),e,4.4747,54.6811,94.6097,3.105499,0.1800972,0.49974419,270.8514,02/05.0/2015,2000,g 16.5,4.0
# From MPC 85831
C/2011 A3 (Gibbs),e,26.0805,124.9019,141.0358,725.7266,0.0000504,0.99677567,0.0000,12/15.9600/2011,2000,g 10.0,4.0
# From MPC 82317
C/2011 C1 (McNaught),e,16.2955,191.1719,85.8727,505.1874,0.0000868,0.99824127,0.0000,04/17.0358/2011,2000,g 15.5,4.0
# From MPC 84021
P/2011 C2 (Gibbs),e,10.8924,12.1447,160.7165,7.393861,0.0490227,0.27120485,55.0240,02/05.0/2015,2000,g  9.0,4.0
# From MPC 75516
C/2011 C3 (Gibbs),e,49.4694,20.8457,206.7457,279.4809,0.0002109,0.99458674,0.0000,04/07.6742/2011,2000,g 17.0,4.0
# From MPC 86639
P/2011 CR42 (Catalina),e,8.4619,58.7257,173.2823,3.506935,0.1500764,0.28020276,174.6367,02/05.0/2015,2000,g 13.0,2.0
# From MPC 89309
C/2011 F1 (LINEAR),e,56.6221,85.1003,192.5028,2506,0.0000079,0.99927464,0.0000,01/07.8666/2013,2000,g  5.0,4.0
# From MPC 79866
P/2011 FR143 (Lemmon),e,16.0139,190.9462,349.9260,6.833543,0.0551741,0.45396814,78.7275,02/05.0/2015,2000,g 14.0,2.0
# From MPC 80044
C/2011 G1 (McNaught),h,09/15.8831/2011,162.2404,152.9762,354.9574,1.000433,2.158990,2000,12.0,4.0
# From MPC 92271
C/2011 J2 (LINEAR),h,12/25.4235/2013,122.8020,163.9445,85.3167,1.000833,3.443808,2000,5.5,3.6
# From unp
C/2011 J2-B (LINEAR),h,12/25.3021/2013,122.8048,163.9408,85.2734,1.001645,3.442986,2000,9.0,3.6
# From unp
C/2011 J2-C (LINEAR),h,12/25.3927/2013,122.8000,163.9462,85.2911,1.001635,3.442848,2000,11.0,3.6
# From MPC 75713
C/2011 J3 (LINEAR),e,114.5069,21.5709,27.8900,19.69902,0.0112729,0.92639251,16.5985,02/05.0/2015,2000,g 15.0,4.0
# From MPC 82317
P/2011 JB15 (Spacewatch-Boattini),e,19.1569,153.7357,110.6554,7.345898,0.0495036,0.31750242,55.0998,02/05.0/2015,2000,g  9.0,4.0
# From MPC 75516
C/2011 K1 (Schwartz-Holvorcem),e,122.5905,70.7063,166.9221,6329,0.0000020,0.99946759,0.0000,04/20.9127/2011,2000,g 12.0,4.0
# From MPC 92271
C/2011 KP36 (Spacewatch),e,18.9847,173.4051,180.6309,38.40108,0.0041418,0.87285351,358.0236,02/05.0/2015,2000,g  4.5,4.0
# From MPC 83518
C/2011 L1 (McNaught),e,65.5061,252.3148,294.3666,11.02398,0.0269275,0.79725884,40.6363,02/05.0/2015,2000,g 11.0,4.0
# From MPC 78588
C/2011 L2 (McNaught),h,10/31.1093/2011,104.2835,131.3595,256.9797,1.000054,1.944871,2000,12.5,4.0
# From MPC 77405
C/2011 L3 (McNaught),e,87.1115,307.7634,27.6726,1318,0.0000206,0.99853960,0.0000,08/09.3979/2011,2000,g 12.5,4.0
# From MPC 90766
C/2011 L4 (PANSTARRS),h,03/10.1092/2013,84.1566,65.7320,333.6805,1.000036,0.302298,2000,5.5,4.0
# From MPC 82718
C/2011 L6 (Boattini),h,01/19.3780/2011,171.4443,214.4449,331.3570,1.000843,6.780974,2000,9.0,4.0
# From MPC 75714
C/2011 M1 (LINEAR),h,09/07.1746/2011,70.1585,324.6832,119.7106,1.002455,0.899828,2000,12.0,4.0
# From MPC 87913
P/2011 N1 (ASH),e,35.6864,77.6548,330.6948,6.267460,0.0628155,0.54450610,61.6707,02/05.0/2015,2000,g 11.5,4.0
# From MPC 75714
P/2011 NO1 (Elenin),e,15.2582,296.1099,263.5105,5.519769,0.0760016,0.77573855,112.1549,02/05.0/2015,2000,g 15.0,4.0
# From MPC 76569
C/2011 N2 (McNaught),e,33.6842,273.9991,356.9396,1305,0.0000209,0.99803960,0.0000,10/18.4661/2011,2000,g 11.5,4.0
# From MPC 87476
C/2011 O1 (LINEAR),e,76.5061,89.8121,232.3677,775.9099,0.0000456,0.99498478,0.0000,08/18.0588/2012,2000,g  7.0,4.0
# From MPC 78186
P/2011 P1 (McNaught),e,5.6445,4.3175,349.2601,7.498781,0.0479974,0.32505779,79.8905,02/05.0/2015,2000,g  9.0,4.0
# From MPC 84931
C/2011 P2 (PANSTARRS),e,8.9990,203.9840,76.0404,9.719136,0.0325284,0.36845630,52.3821,02/05.0/2015,2000,g  8.5,4.0
# From MPC 79867
C/2011 Q1 (PANSTARRS),e,94.9138,142.2417,135.8944,4114,0.0000037,0.99835288,0.0000,06/29.4605/2011,2000,g  9.5,4.0
# From MPC 79342
C/2011 Q2 (McNaught),e,37.1414,287.1292,34.9266,1057,0.0000287,0.99871573,0.0000,01/18.0698/2012,2000,g 10.0,4.0
# From MPC 77806
P/2011 Q3 (McNaught),e,6.0250,32.6952,310.7540,4.970178,0.0889501,0.53503714,113.5886,02/05.0/2015,2000,g 13.5,4.0
# From MPC 79342
C/2011 Q4 (SWAN),e,147.8360,252.1031,1.8673,41.32241,0.0037104,0.97302324,0.0000,09/19.7799/2011,2000,g 12.5,4.0
# From MPC 88325
C/2011 R1 (McNaught),h,10/19.3954/2012,116.1766,221.3809,308.8029,1.000212,2.078733,2000,6.5,4.0
# From MPC 90269
P/2011 R3 (Novichonok-Gerke),e,19.2409,190.3864,224.5333,4.821082,0.0931081,0.26317795,97.1876,02/05.0/2015,2000,g 11.0,4.0
# From MPC 91611
P/2011 S1 (Gibbs),e,2.6809,218.8999,193.6072,8.640312,0.0388070,0.20220916,6.2430,02/05.0/2015,2000,g  8.0,4.0
# From MPC 80897
C/2011 S2 (Kowalski),e,17.5860,288.0317,192.2838,16.43028,0.0147991,0.93205470,17.7201,02/05.0/2015,2000,g 15.5,4.0
# From MPC 78186
P/2011 U1 (PANSTARRS),e,15.2444,134.9789,353.3176,4.051215,0.1208721,0.41791430,115.8978,02/05.0/2015,2000,g 14.5,4.0
# From MPC 92271
P/2011 U2 (Bressi),e,9.7083,266.0485,144.9900,5.223518,0.0825581,0.08406652,94.4103,02/05.0/2015,2000,g 10.0,4.0
# From MPC 78186
C/2011 U3 (PANSTARRS),e,116.7475,228.3117,287.7422,4431,0.0000033,0.99975865,0.0000,06/03.8284/2012,2000,g 14.0,4.0
# From MPC 79022
P/2011 UA134 (Spacewatch-PANSTARRS),e,10.5248,40.6547,32.4726,5.590358,0.0745667,0.63178199,86.2071,02/05.0/2015,2000,g 17.5,4.0
# From MPC 88325
C/2011 UF305 (LINEAR),e,93.9914,297.4520,121.9633,4109,0.0000037,0.99947945,0.0000,07/21.6968/2012,2000,g  9.0,4.0
# From MPC 77406
P/2011 V1 (Boattini),e,7.2235,55.6447,262.3847,3.794952,0.1333198,0.56844261,182.0511,02/05.0/2015,2000,g 15.5,4.0
# From MPC 79022
P/2011 VJ5 (Lemmon),e,3.9740,169.9326,315.2460,3.404237,0.1569186,0.55754396,181.0436,02/05.0/2015,2000,g 17.5,4.0
# From MPC 82718
P/2011 W1 (PANSTARRS),e,3.7176,161.8581,282.7035,4.654474,0.0981518,0.28719862,108.8578,02/05.0/2015,2000,g 11.5,4.0
# From MPC 80897
P/2011 W2 (Rinner),e,13.7656,232.0117,221.2658,3.803977,0.1328456,0.39349441,157.6016,02/05.0/2015,2000,g 13.0,4.0
# From MPC 77807
C/2011 W3 (Lovejoy),e,134.6150,326.8734,53.8855,71.78878,0.0016204,0.99992096,0.0000,12/15.3042/2011,2000,g 14.5,4.0
# From MPC 79342
P/2011 Y2 (Boattini),e,6.3507,309.8818,131.4630,6.230903,0.0633691,0.71227722,66.5668,02/05.0/2015,2000,g 15.0,4.0
# From MPC 79342
C/2011 Y3 (Boattini),e,26.5197,84.8167,340.7226,11.81287,0.0242756,0.70338438,30.6556,02/05.0/2015,2000,g  8.0,4.0
# From MPC 92271
C/2012 A1 (PANSTARRS),h,12/03.5815/2013,120.9105,277.9727,192.0278,1.001088,7.603734,2000,6.0,4.0
# From MPC 91611
C/2012 A2 (LINEAR),e,125.8843,191.4146,101.7288,1027,0.0000299,0.99655409,0.0000,11/05.3390/2012,2000,g  8.5,4.0
# From MPC 80898
P/2012 A3 (SOHO),e,11.4581,176.4143,217.7410,2.569523,0.2392904,0.77550020,264.6470,02/05.0/2015,2000,g 17.0,4.0
# From MPC 90269
P/2012 B1 (PANSTARRS),e,7.6240,36.1856,162.2251,6.502424,0.0594417,0.41171132,33.3803,02/05.0/2015,2000,g  9.0,4.0
# From MPC 82719
C/2012 B3 (La Sagra),e,106.9416,252.9979,50.7474,4949,0.0000028,0.99928459,0.0000,12/06.1134/2011,2000,g 10.0,4.0
# From MPC 83519
C/2012 BJ98 (Lemmon),e,2.6374,124.0252,72.9596,17.16132,0.0138637,0.87440979,12.0247,02/05.0/2015,2000,g 12.5,4.0
# From MPC 89309
C/2012 C1 (McNaught),e,96.2804,300.6321,279.9067,2283,0.0000090,0.99788080,0.0000,02/04.8325/2013,2000,g  7.5,4.0
# From MPC 80898
C/2012 C2 (Bruenjes),h,03/12.9744/2012,162.8031,118.0183,62.7071,1.002968,0.801527,2000,17.0,4.0
# From MPC 78590
P/2012 C3 (PANSTARRS),e,9.0920,135.3677,344.9542,9.748681,0.0323806,0.63011148,359.9758,10/06.0/2011,2000,g 13.0,4.0
# From MPC 84022
C/2012 CH17 (MOSS),e,27.7456,125.9858,137.9160,2423,0.0000083,0.99946590,0.0000,09/28.2117/2012,2000,g 11.0,4.0
# From MPC 84022
C/2012 E1 (Hill),e,122.5471,286.3333,48.8020,1377,0.0000193,0.99455105,0.0000,07/01.8972/2011,2000,g  6.5,4.0
# From MPC 79023
C/2012 E2 (SWAN),p,03/15.0314/2012,144.2218,83.3435,0.006952,7.7078,2000,10.0,4.0
# From MPC 82318
C/2012 E3 (PANSTARRS),e,105.5865,5.5119,103.4638,216.0318,0.0003104,0.98228597,0.0000,05/12.2441/2011,2000,g 10.0,4.0
# From MPC 79868
C/2012 F1 (Gibbs),e,159.5489,130.2714,300.7229,71.64072,0.0016254,0.96432669,1.7604,02/05.0/2015,2000,g 14.0,4.0
# From MPC 84931
P/2012 F2 (PANSTARRS),e,14.7263,227.1102,33.1332,6.324303,0.0619705,0.54216855,41.2868,02/05.0/2015,2000,g 12.0,4.0
# From MPC 90269
C/2012 F3 (PANSTARRS),h,04/06.6946/2015,11.3543,164.6138,104.0250,1.001663,3.456820,2000,6.5,4.0
# From MPC 87064
P/2012 F5 (Gibbs),e,9.7385,216.8377,178.1552,3.004333,0.1892701,0.04129488,335.1373,02/05.0/2015,2000,g 12.0,4.0
# From MPC 90766
C/2012 F6 (Lemmon),e,82.6131,332.7417,304.9403,443.5195,0.0001055,0.99835381,0.0000,03/24.5229/2013,2000,g 10.0,4.0
# From MPC 79344
P/2012 G1 (PANSTARRS),e,11.6925,282.5440,286.1149,4.172871,0.1156250,0.38072240,359.9500,06/01.0/2012,2000,g 15.0,4.0
# From MPC 80046
C/2012 H2 (McNaught),e,92.8007,184.0876,295.9007,16.10975,0.0152430,0.89335973,15.3584,02/05.0/2015,2000,g 15.5,4.0
# From MPC 89726
C/2012 J1 (Catalina),h,12/07.2266/2012,34.0906,235.0904,147.4628,1.002638,3.162310,2000,8.0,4.0
# From MPC 92271
C/2012 K1 (PANSTARRS),h,08/27.6545/2014,142.4286,317.7381,203.1040,1.000199,1.054585,2000,5.6,3.2
# From MPC 80898
P/2012 K3 (Gibbs),e,13.2028,125.8716,172.3887,3.618140,0.1432109,0.42478390,122.9024,02/05.0/2015,2000,g 15.0,4.0
# From MPC 88326
C/2012 K5 (LINEAR),e,92.8497,279.0609,139.3173,680.1257,0.0000556,0.99831871,0.0000,11/28.5217/2012,2000,g 12.0,4.0
# From MPC 92271
C/2012 K6 (McNaught),e,135.2193,206.9102,338.8494,2265,0.0000091,0.99851880,0.0000,05/21.3473/2013,2000,g  8.5,4.0
# From MPC 91612
C/2012 K8 (Lemmon),h,08/19.3603/2014,106.1120,312.8081,75.8531,1.001297,6.463031,2000,6.0,4.0
# From MPC 88326
C/2012 L1 (LINEAR),e,87.2280,271.7733,140.2234,627.8993,0.0000626,0.99639742,0.0000,12/25.0678/2012,2000,g 10.5,4.0
# From MPC 88326
C/2012 L2 (LINEAR),e,70.9724,270.3097,205.8166,613.2894,0.0000649,0.99753809,0.0000,05/09.3522/2013,2000,g 10.0,4.0
# From MPC 84023
C/2012 L3 (LINEAR),e,134.1718,53.4772,106.9974,327.8554,0.0001660,0.99072435,0.0000,06/12.0176/2012,2000,g 13.0,4.0
# From MPC 91612
C/2012 LP26 (Palomar),e,25.3791,153.9893,145.1696,5659,0.0000023,0.99884504,0.0000,08/16.7908/2015,2000,g  6.5,4.0
# From MPC 88326
P/2012 NJ (La Sagra),e,84.3734,315.7771,338.3485,8.472499,0.0399656,0.84765216,38.6555,02/05.0/2015,2000,g 14.5,4.0
# From MPC 84625
C/2012 OP (Siding Spring),e,114.8265,267.3593,351.3615,830.6300,0.0000412,0.99565966,0.0000,12/04.3302/2012,2000,g 13.5,2.0
# From MPC 81470
P/2012 O1 (McNaught),e,9.3716,105.6033,225.7981,3.488547,0.1512646,0.61946245,135.9634,02/05.0/2015,2000,g 17.5,4.0
# From MPC 80899
P/2012 O2 (McNaught),e,24.5447,120.7484,183.5224,3.612169,0.1435661,0.53494052,137.3629,02/05.0/2015,2000,g 17.0,4.0
# From MPC 82720
P/2012 O3 (McNaught),e,16.5735,336.4198,344.6934,4.581199,0.1005160,0.64653806,90.9147,02/05.0/2015,2000,g 16.5,4.0
# From MPC 90767
C/2012 Q1 (Kowalski),e,45.2194,184.4270,139.1556,26.01572,0.0074276,0.63562635,8.1257,02/05.0/2015,2000,g  4.0,4.0
# From MPC 89726
C/2012 S1 (ISON),h,11/28.7091/2013,62.1200,295.7684,345.5981,1.000267,0.012905,2000,8.5,3.2
# From MPC 82720
P/2012 S2 (La Sagra),e,8.5840,52.3180,312.0376,4.413827,0.1062872,0.69147776,95.6809,02/05.0/2015,2000,g 17.0,4.0
# From MPC 88327
C/2012 S3 (PANSTARRS),h,08/31.0063/2013,112.9334,121.3065,183.7166,1.000344,2.307564,2000,10.0,4.0
# From MPC 88327
C/2012 S4 (PANSTARRS),h,06/28.0608/2013,126.5570,173.1113,163.6169,1.000542,4.348120,2000,8.5,4.0
# From MPC 82720
P/2012 SB6 (Lemmon),e,11.0264,9.1673,12.5695,3.901990,0.1278718,0.38748765,105.6788,02/05.0/2015,2000,g 14.0,4.0
# From MPC 88694
P/2012 T1 (PANSTARRS),e,11.0566,85.7360,300.0559,3.149431,0.1763420,0.23707356,154.9093,02/05.0/2015,2000,g 15.0,4.0
# From MPC 82320
P/2012 T2 (PANSTARRS),e,12.5576,73.7534,310.7820,5.745211,0.0715723,0.16110955,46.6281,02/05.0/2015,2000,g 10.0,4.0
# From MPC 80900
P/2012 T3 (PANSTARRS),e,9.5422,114.4085,195.5522,6.169489,0.0643177,0.61478374,65.3859,02/05.0/2015,2000,g 15.0,4.0
# From MPC 84023
C/2012 T4 (McNaught),e,24.0912,99.4307,219.9072,122.6200,0.0007259,0.98404164,0.0000,10/10.5609/2012,2000,g 13.5,4.0
# From MPC 84023
C/2012 T5 (Bressi),h,02/24.0632/2013,72.1303,230.5044,318.0976,1.000356,0.322364,2000,13.0,4.0
# From MPC 82720
C/2012 T6 (Kowalski),e,33.3066,186.1421,198.0560,14.19491,0.0184291,0.87504770,16.4616,02/05.0/2015,2000,g 15.0,4.0
# From MPC 87914
P/2012 TK8 (Tenagra),e,6.2890,289.6443,127.2867,4.184332,0.1151502,0.26466370,73.6222,02/05.0/2015,2000,g 13.0,4.0
# From MPC 89726
C/2012 U1 (PANSTARRS),e,56.3388,26.9810,70.0957,10283,0.0000009,0.99948808,0.0000,07/05.1040/2014,2000,g  7.5,4.0
# From MPC 82720
P/2012 U2 (PANSTARRS),e,10.6230,185.4673,229.4329,7.262610,0.0503576,0.50415989,40.3401,02/05.0/2015,2000,g 12.5,4.0
# From MPC 84024
P/2012 US27 (Siding Spring),e,39.2883,49.1931,1.2259,5.174798,0.0837267,0.64811244,60.8485,02/05.0/2015,2000,g 13.5,4.0
